uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
RN125	5.0	1.115	1.352	1.598	4.011	5.0
IDH3G	4.848	0.956	1.021	4.784	4.6	0.897
S2543	4.454	0.656	0.0	3.906	1.822	0.188
MXRA5	4.408	4.472	2.947	1.758	1.534	4.162
PSD10	5.0	1.621	1.157	1.824	5.0	1.178
A0A590UJL0	4.64	1.618	4.636	1.356	1.687	4.31
PGRC1	4.807	2.016	4.448	4.387	3.416	4.711
RHXF1	5.0	0.0	0.0	0.0	5.0	0.0
NXT2	5.0	1.151	3.42	0.532	5.0	0.744
GUC2F	4.367	2.009	4.499	1.226	4.193	4.109
AT1B4	5.0	0.777	5.0	1.65	5.0	1.468
PAGE4	5.0	1.101	0.632	5.0	5.0	0.0
GLRA2	1.968	1.539	5.0	0.741	1.327	1.074
STAG2	5.0	1.569	2.539	1.135	5.0	1.37
FA9	4.528	5.0	4.496	1.308	1.996	4.419
ABCD1	5.0	0.619	2.952	5.0	2.212	5.0
KCND1	3.871	1.312	4.679	1.153	1.017	1.745
PQBP1	4.807	0.662	2.718	1.481	4.808	1.422
PCS1N	3.225	4.108	1.275	1.061	1.265	3.144
RB40L	5.0	1.801	3.748	5.0	2.195	3.75
MTR1L	4.35	1.257	5.0	1.065	4.335	1.188
XRP2	5.0	4.075	5.0	0.375	4.396	4.0
UBP11	5.0	1.394	1.283	2.017	5.0	1.141
TIMP1	4.74	5.0	2.783	2.431	2.839	4.484
ITIH6	1.583	3.319	1.977	0.635	0.0	1.125
AGAL	5.0	5.0	1.685	1.472	1.557	4.328
AT12A	5.0	2.846	5.0	2.606	2.452	2.963
MTLR	1.418	2.359	5.0	0.7	1.147	0.954
SGCG	4.281	2.668	4.778	1.182	2.775	1.609
OLFM4	5.0	5.0	5.0	5.0	4.392	5.0
NTH	5.0	1.04	1.056	4.114	5.0	0.548
ZN263	4.797	0.633	0.0	0.623	4.784	0.704
MMP2	5.0	5.0	4.364	5.0	5.0	3.379
ORC6	5.0	1.133	2.328	1.436	5.0	0.0
PHAF1	4.256	0.0	3.0	0.735	2.795	3.1
COR1A	5.0	4.335	5.0	2.267	2.059	5.0
MT4	3.666	2.561	0.787	1.134	3.415	0.698
NTF2	5.0	4.338	4.552	1.649	5.0	4.266
CBLN1	2.101	4.626	4.492	1.508	1.725	1.419
AR2BP	5.0	1.563	5.0	5.0	5.0	1.553
PLLP	1.457	2.226	3.463	0.595	1.045	1.077
CCL22	2.471	5.0	2.606	1.656	2.357	2.133
PYRD	4.833	2.17	1.728	4.794	4.591	1.929
CCL17	2.451	5.0	2.9	1.585	2.325	2.053
RPB3	5.0	1.563	1.246	1.033	5.0	1.012
PAR6A	5.0	1.216	4.357	0.375	4.569	1.146
MMP15	3.112	3.878	4.807	0.8	2.851	1.128
USB1	5.0	4.177	0.582	0.586	5.0	0.88
CC113	4.678	0.0	4.247	0.844	3.016	0.469
PRS54	2.134	3.0	2.531	0.0	0.0	0.0
NDK3	4.528	3.054	1.093	2.276	1.078	0.829
PSMD7	5.0	4.263	1.957	1.425	4.697	4.24
SETD6	5.0	0.469	0.576	1.017	5.0	0.0
NSMA2	4.026	3.796	4.666	1.801	1.822	3.654
PAG15	4.66	5.0	1.581	1.271	4.462	4.524
FA2H	4.695	1.335	2.154	2.699	1.773	4.284
COXM2	5.0	2.564	1.198	5.0	1.534	1.099
PDIA2	4.469	2.002	1.289	1.731	1.233	4.485
GDIR3	5.0	1.922	4.233	0.938	1.332	4.175
3MG	4.767	1.189	1.348	3.83	4.732	1.078
HSDL1	5.0	0.0	1.594	5.0	0.877	0.363
WFDC1	1.63	4.233	2.16	1.128	1.336	1.106
TSC2	5.0	2.353	4.443	2.54	5.0	5.0
ZN500	4.775	0.0	0.947	0.0	4.765	0.0
NDKM	4.363	0.992	1.934	4.407	1.266	1.088
DECR2	4.527	0.763	0.801	1.678	1.123	1.486
CHIP	5.0	2.265	3.097	2.244	4.781	4.435
MEFV	5.0	2.378	3.597	2.33	5.0	3.923
CRYM	5.0	4.241	1.563	1.337	2.638	4.218
CAN15	4.301	0.594	1.13	0.375	3.035	0.0
AQP8	5.0	1.803	4.783	3.766	1.484	1.862
UBP31	5.0	0.0	0.0	0.0	5.0	0.695
TOX3	4.719	1.246	0.953	1.215	4.693	0.905
MAZ	4.796	1.566	1.452	1.524	4.786	1.273
CDIPT	4.694	1.273	4.617	1.652	2.555	4.324
SC6A2	3.803	2.401	4.784	1.756	2.056	2.085
KNOP1	4.52	0.0	1.432	0.0	4.518	0.0
MGAP	5.0	0.977	0.669	0.605	5.0	0.761
AQP9	5.0	1.944	4.694	1.728	1.61	1.461
CSK	4.857	4.465	4.534	2.063	2.36	4.602
FMT	4.616	0.79	1.388	4.438	2.608	0.642
RASLC	2.702	0.375	3.295	1.219	1.179	0.0
CATH	5.0	5.0	1.951	1.326	2.674	5.0
EHD4	5.0	4.295	3.698	0.79	4.452	5.0
TGM5	4.391	1.182	4.267	1.184	1.86	1.06
GABP1	5.0	1.244	1.436	3.324	5.0	1.244
SCG3	4.509	4.318	1.3	1.044	1.225	4.441
DJC17	4.395	0.0	0.55	0.0	4.368	0.77
RHOV	4.771	2.322	4.476	1.357	2.804	3.801
VPS18	5.0	1.404	4.205	1.486	2.462	5.0
MS18B	5.0	1.631	1.443	0.781	5.0	0.595
BL1S6	5.0	0.716	2.886	0.0	3.453	5.0
EXTL3	5.0	1.62	2.191	1.356	1.474	5.0
AGO2	5.0	4.543	3.213	2.148	4.756	4.574
PHAG1	2.714	3.113	4.391	0.783	1.8	1.832
THYG	2.998	5.0	3.766	2.098	2.786	2.269
BRF2	4.751	0.0	0.526	0.0	4.747	0.0
ZFAN1	5.0	1.5	0.719	0.0	2.836	0.899
RP1	5.0	0.0	5.0	0.0	2.156	0.0
RIPK2	5.0	2.054	2.193	1.952	3.081	5.0
CBPQ	5.0	5.0	1.998	0.741	1.05	4.482
DECR	4.84	1.219	1.046	4.826	4.477	1.041
SFRP1	5.0	5.0	5.0	1.796	2.601	4.366
TPA	4.722	5.0	4.497	1.883	2.339	4.461
DKK4	1.867	5.0	1.509	1.035	1.812	1.159
GDAP1	5.0	1.108	5.0	5.0	4.397	1.587
EIF3E	5.0	4.244	1.165	1.705	5.0	4.218
EMC2	5.0	1.043	1.127	1.129	3.106	5.0
CHRC1	5.0	0.0	0.0	0.0	5.0	0.0
GML	1.063	1.245	4.589	0.0	0.73	0.876
A0A0A0MQS1	5.0	4.337	0.707	1.567	2.157	0.0
MTMR9	5.0	0.0	3.419	0.878	1.919	3.223
DCTN6	5.0	0.793	1.919	1.437	3.292	1.037
GSHR	5.0	4.501	4.054	5.0	2.696	4.414
TR10A	5.0	2.558	5.0	3.027	3.404	5.0
PP2AB	5.0	1.611	1.144	0.914	3.888	0.885
NFM	4.824	1.719	5.0	1.736	3.604	1.571
KCTD9	3.69	0.094	0.712	2.438	2.552	0.0
EXOS5	5.0	2.401	1.581	1.123	4.599	2.257
PAF1	5.0	1.532	4.286	2.638	5.0	1.338
CP4F3	4.532	2.433	1.512	1.429	1.612	4.113
ZN180	4.56	0.668	0.0	0.0	4.532	0.0
TULP2	4.232	3.214	3.512	0.0	2.967	0.569
DHDH	3.087	2.745	2.346	1.416	2.586	1.607
ECH1	5.0	4.248	1.229	4.439	1.412	4.156
HNRPL	5.0	4.3	1.394	1.885	5.0	4.251
KCNA7	2.159	1.052	4.711	0.0	1.046	0.769
RELB	4.875	2.474	2.397	2.806	5.0	2.046
A0A0A0MQS2	4.818	1.233	1.811	0.766	4.784	2.1
LIN7B	3.508	0.635	4.269	0.0	0.633	0.967
PPR37	3.018	0.0	0.0	0.0	1.547	0.0
FCGRN	4.111	4.353	4.556	1.138	1.762	4.119
KCRM	5.0	3.696	1.758	2.404	2.872	1.528
PX11C	5.0	2.438	0.942	1.132	0.586	0.815
VGLU1	4.723	2.339	4.801	2.034	2.415	4.574
RNH2A	5.0	1.083	1.103	1.488	4.697	1.65
SF3A2	5.0	0.636	0.724	0.553	5.0	0.0
MIS	3.271	5.0	1.919	1.829	2.444	2.26
DKKL1	4.332	4.363	1.209	0.0	1.484	4.22
RETN	4.549	4.837	2.39	2.468	3.523	4.386
RSH6A	4.325	0.85	4.362	0.559	1.067	0.573
TBC17	5.0	0.0	1.53	1.658	2.432	4.281
TLE5	5.0	1.482	1.709	2.727	5.0	1.081
SGTA	5.0	0.962	1.389	1.422	5.0	2.1
SNPC2	5.0	0.0	0.922	1.594	5.0	0.553
FIZ1	4.582	0.0	1.444	0.782	4.566	0.0
CS044	2.94	0.0	1.426	0.0	2.94	0.0
CP4F2	5.0	2.398	5.0	1.464	1.554	5.0
EPHX3	5.0	1.295	1.408	2.129	1.264	3.279
EAA4	4.371	2.157	4.749	1.286	1.452	2.448
PP13	5.0	3.667	1.869	1.339	5.0	1.333
FBRL	5.0	4.495	2.345	2.244	5.0	4.349
LEG10	5.0	4.248	1.599	1.788	2.774	1.686
IL27B	4.252	4.708	4.205	0.281	0.858	4.0
TBCB	5.0	1.871	1.527	1.379	2.598	0.901
FSD1	5.0	1.079	5.0	0.853	5.0	0.0
RPB9	5.0	3.076	1.53	0.994	5.0	0.653
APLP1	5.0	4.376	5.0	1.269	4.32	4.323
CCDC9	3.141	0.0	0.0	0.0	2.859	0.515
A0A499FJK2	4.844	4.856	4.514	2.256	4.693	4.567
CEAM4	2.058	1.378	4.641	1.219	0.536	0.0
PLIN3	5.0	1.706	1.835	1.925	2.512	4.649
CD79A	4.557	3.824	5.0	2.791	2.574	4.362
LMIP	3.098	1.056	5.0	0.701	1.655	2.621
NKG7	1.585	1.55	4.667	1.117	1.203	1.003
ICAM5	2.86	2.683	4.738	1.248	2.346	1.439
CEAM5	5.0	4.639	5.0	2.251	2.789	4.491
CRX	4.794	1.648	2.208	1.597	4.78	1.814
ST2A1	5.0	1.479	1.463	1.556	2.867	1.395
CDC37	4.763	4.201	1.376	1.294	2.6	4.177
PRAF1	4.387	1.443	4.318	1.248	2.38	3.8
CNFN	5.0	2.578	5.0	0.536	1.782	0.0
ZNRF4	5.0	0.0	2.559	0.685	1.066	5.0
HYAS1	2.84	2.022	4.615	0.665	1.236	2.663
RAB3D	4.832	4.326	3.747	1.233	1.465	4.644
DBP	5.0	1.149	0.855	1.868	5.0	0.74
EPOR	4.553	4.202	5.0	2.069	4.464	2.044
RAIN	4.175	1.151	4.327	0.0	2.607	3.271
GCDH	5.0	1.227	1.262	5.0	1.403	0.803
DNS2A	5.0	4.611	2.221	1.495	1.573	4.359
LENG1	2.368	0.188	0.704	0.562	2.367	0.0
RL18A	5.0	1.336	1.896	1.465	3.117	0.932
SC5A5	5.0	4.391	4.78	1.52	5.0	4.288
ARRD2	5.0	0.754	5.0	0.652	2.144	5.0
P85B	4.754	1.892	2.22	1.753	4.586	1.827
RAB3A	5.0	4.333	4.558	1.53	1.539	4.566
COMP	4.467	4.781	2.067	1.265	1.988	4.319
TM147	5.0	0.0	4.628	0.0	0.604	5.0
G3PT	4.716	1.411	1.461	3.409	4.37	1.389
USF2	5.0	1.592	1.494	1.352	5.0	1.321
ERF	5.0	1.794	1.972	1.413	5.0	1.81
GSK3A	5.0	1.655	4.249	3.767	4.403	2.458
SI1L3	5.0	4.107	5.0	0.0	4.392	4.0
CADM4	3.053	1.892	5.0	0.771	2.258	0.094
PON1	4.716	5.0	2.581	2.485	2.096	4.316
CP343	5.0	1.694	1.339	1.132	1.506	5.0
HGF	4.66	4.804	3.191	2.442	2.904	4.52
LAMB1	4.573	5.0	2.535	1.179	2.675	4.254
UB2D4	3.891	0.375	1.895	0.0	3.832	0.0
WNT16	4.488	4.784	2.213	1.511	2.399	1.759
CBPA2	3.802	5.0	1.809	1.388	1.166	2.259
CBPA4	2.916	4.44	2.079	1.103	2.588	1.793
GTPBA	4.275	0.0	0.8	3.92	3.757	0.0
TFPI2	2.128	5.0	1.572	1.318	1.786	1.197
BET1	4.624	1.222	1.589	1.472	1.036	4.493
NAMPT	4.749	4.536	4.327	2.747	4.637	4.337
RPA43	4.758	1.507	0.957	0.0	4.707	0.512
PON2	3.5	4.56	4.455	2.048	1.689	2.925
ITB8	4.398	4.458	5.0	1.175	1.596	4.286
HBP1	4.879	1.134	0.863	0.682	4.874	2.332
SP4	5.0	1.112	1.375	1.43	5.0	1.629
PALS2	4.444	4.184	2.691	0.789	1.869	4.0
ODO1	5.0	1.488	1.489	5.0	5.0	1.374
NPVF	2.009	5.0	1.147	0.0	1.959	0.647
CAV2	5.0	2.079	5.0	1.707	5.0	5.0
HXA2	5.0	1.692	1.598	0.951	5.0	1.459
LFNG	4.857	5.0	2.035	0.77	3.241	4.546
HXA5	5.0	1.927	1.592	1.661	5.0	1.337
HXA6	5.0	0.787	0.707	0.584	5.0	0.0
TSN12	2.821	1.462	4.653	0.807	1.377	2.355
CHIO	4.73	1.266	5.0	1.001	1.604	1.423
ABHDB	4.581	0.638	0.651	4.507	2.235	0.725
FKB14	4.812	3.259	1.528	1.11	2.38	4.672
STX1A	5.0	3.848	5.0	1.666	3.058	4.14
NOD1	5.0	2.485	5.0	2.023	2.525	3.508
HAP28	4.596	4.142	4.43	0.715	2.892	4.0
CP3A5	5.0	2.255	2.184	1.748	2.135	5.0
SNX8	5.0	0.951	1.306	0.537	2.266	5.0
WASL	5.0	4.44	4.541	2.459	5.0	4.5
HYAL4	3.828	1.994	2.663	0.55	0.791	3.366
AIMP2	5.0	1.09	0.956	1.703	4.124	0.928
PCOC1	4.759	5.0	3.211	0.907	3.663	4.433
RBM28	4.812	0.723	0.667	0.557	4.802	0.0
PAI1	5.0	5.0	4.566	2.433	2.888	5.0
MOGT3	5.0	0.815	0.0	2.058	0.0	5.0
PLOD3	4.62	4.571	1.299	0.825	1.176	4.388
RFA3	5.0	1.207	1.443	1.639	5.0	0.658
FIS1	5.0	1.9	5.0	5.0	2.372	3.418
GLCI1	3.98	1.072	1.21	0.0	3.615	1.483
MYL10	4.766	1.597	1.871	4.651	1.571	1.679
CEP41	5.0	0.751	5.0	0.64	3.175	0.858
ZN862	4.346	0.0	0.0	2.537	3.701	0.469
MEST	4.811	4.613	1.801	1.599	2.131	4.284
YAE1	3.925	1.312	0.0	0.0	3.701	0.0
GIMA2	5.0	0.64	3.068	0.807	0.861	3.271
PSA2	5.0	4.291	1.2	1.793	4.439	4.2
RM32	5.0	2.531	0.0	5.0	0.52	0.0
AEBP1	4.546	4.486	1.285	0.992	3.619	4.197
MLRA	5.0	1.92	1.969	2.573	2.194	1.78
HXK4	4.87	2.76	2.374	4.116	4.584	2.712
YKT6	5.0	1.803	4.375	4.544	1.568	5.0
CLIP2	4.692	0.862	1.578	0.513	4.272	1.446
ZN688	4.431	0.0	1.395	0.0	4.431	0.0
CHMP5	5.0	4.223	2.077	2.312	4.019	4.445
FKTN	5.0	4.443	2.309	1.828	4.25	5.0
SC61B	5.0	1.155	1.682	2.53	1.78	5.0
CO5	4.611	5.0	5.0	1.238	1.695	4.333
TNFL8	2.161	3.951	4.68	1.674	1.759	1.353
REL1	1.449	5.0	0.837	0.0	1.364	0.673
PLRKT	3.307	1.508	2.784	1.774	1.938	0.936
EDF1	5.0	0.997	1.348	2.484	5.0	1.066
SETX	5.0	4.369	5.0	1.932	5.0	2.174
BLNK	5.0	1.845	4.518	1.575	3.047	1.643
CP26A	4.652	2.725	1.787	1.593	2.302	4.172
ATE1	5.0	0.949	1.416	1.567	5.0	1.452
A0A1P0AYU5	5.0	0.703	1.002	5.0	0.281	0.631
STN1	5.0	2.147	0.928	1.11	5.0	1.888
DJC12	5.0	1.266	0.926	1.047	2.785	1.241
PPIF	5.0	2.367	2.917	5.0	2.207	2.254
TBC12	4.235	0.0	0.536	0.0	2.91	3.0
PERM	5.0	5.0	3.209	2.753	4.614	5.0
SIA7B	4.67	2.641	1.586	0.0	1.046	4.656
DHX33	5.0	0.711	0.906	1.426	5.0	1.335
UTP18	5.0	0.935	4.0	0.0	5.0	1.179
P2RX5	4.552	2.298	4.579	1.699	3.71	1.664
PERE	4.602	4.598	2.44	1.295	1.691	4.428
CRBA1	4.557	1.281	1.614	1.043	4.527	1.088
NUFP2	5.0	0.807	1.067	0.698	5.0	1.931
RL19	5.0	1.921	4.314	2.048	4.63	1.614
CSF3	3.373	5.0	2.917	2.376	3.182	2.57
SPT4H	5.0	1.184	1.036	0.692	5.0	1.098
WNT3	4.55	4.713	4.464	1.832	2.558	4.404
SHPK	4.574	1.496	1.247	1.997	1.438	0.825
TX1B3	5.0	4.23	5.0	1.555	5.0	4.249
P2RX1	4.466	2.53	4.765	1.683	3.696	4.385
KRT37	4.62	4.334	1.595	1.345	2.371	4.315
GOSR2	5.0	1.058	1.522	1.043	2.538	5.0
PNPO	4.741	0.83	1.189	2.734	2.732	0.908
TV23C	3.0	0.0	0.0	0.0	0.614	3.0
KS6B1	5.0	2.743	5.0	5.0	5.0	2.762
PIGL	4.554	2.487	1.737	0.794	1.947	4.335
PROF1	5.0	4.422	5.0	1.718	5.0	4.343
M2OM	4.675	0.956	4.222	4.559	4.369	1.631
RASD1	4.438	1.998	3.858	1.776	4.101	2.988
C1QBP	5.0	3.427	5.0	5.0	5.0	1.75
CBPD	4.419	4.398	4.006	0.606	1.01	4.356
GOSR1	5.0	1.283	1.815	1.736	1.44	5.0
CCD47	5.0	0.938	0.188	0.0	0.181	5.0
MED31	4.729	1.085	0.962	1.15	4.731	0.857
DRG2	5.0	0.57	1.561	0.583	5.0	1.052
AKA10	4.654	0.732	4.526	3.69	3.172	1.424
SNG2	5.0	4.194	4.338	0.676	0.887	4.358
DDX5	5.0	4.354	1.631	1.564	5.0	4.313
ASIC2	3.54	2.333	4.512	3.275	1.653	1.589
CCL2	3.581	4.903	3.298	2.959	3.456	2.999
CCL1	2.228	5.0	2.074	1.544	2.066	1.836
CCL13	2.048	5.0	1.945	1.337	1.828	1.573
K1H2	4.568	4.037	0.0	1.547	1.177	4.0
KAT2A	5.0	4.334	1.752	2.061	5.0	1.433
ANAG	5.0	5.0	1.293	1.269	1.227	5.0
ABI3	4.708	1.447	5.0	0.988	2.568	1.012
CO1A1	4.769	4.778	2.651	2.135	3.405	4.525
RM27	5.0	0.0	0.938	5.0	0.0	0.0
LRC59	5.0	0.593	5.0	4.325	5.0	5.0
HDAC5	5.0	1.775	1.858	1.752	5.0	4.442
DUS3	5.0	1.428	5.0	1.216	5.0	1.061
CCG1	1.127	0.889	4.684	0.657	0.899	1.006
HLF	4.732	1.18	0.963	1.125	4.732	0.0
EFNB3	3.892	2.512	4.72	0.878	2.767	1.441
MOG1	4.664	2.113	4.304	1.236	4.57	4.207
RECO	4.15	1.724	3.966	2.208	2.529	1.819
MYH1	5.0	1.889	3.052	1.977	2.755	1.828
VTNC	4.547	5.0	4.652	1.811	2.346	4.447
BACD2	5.0	1.559	1.076	1.487	5.0	5.0
SGMR2	5.0	1.891	5.0	1.964	5.0	5.0
FOXN1	5.0	1.943	1.899	1.383	5.0	1.514
ALDOC	4.805	4.32	1.461	2.266	3.168	4.229
CD38	4.724	4.597	4.808	2.656	3.725	4.61
SIAL	4.552	5.0	2.501	1.596	2.42	4.392
AMPL	4.806	4.336	4.199	3.165	4.5	4.253
CXCL6	2.047	5.0	1.814	1.372	1.855	1.578
JADE1	5.0	1.188	5.0	0.658	5.0	0.703
AFAM	4.424	5.0	1.472	1.009	1.394	4.261
PHX2B	4.791	1.648	2.162	1.076	4.789	1.537
GNRHR	2.532	2.927	5.0	1.793	2.144	1.797
PG2IP	3.408	0.589	3.515	0.0	0.834	3.325
ST1E1	4.759	1.789	4.174	1.615	4.45	1.363
SMR3A	1.307	4.537	0.0	0.469	0.692	0.0
PF4V	1.366	5.0	1.164	0.835	1.057	1.315
NFKB1	5.0	4.483	2.226	4.648	5.0	4.36
IL2	3.533	5.0	3.717	2.914	3.366	2.994
WFS1	4.529	1.465	3.653	2.046	1.857	4.543
GAR1	5.0	0.938	0.469	0.469	5.0	0.0
FRG1	5.0	1.103	1.089	0.8	5.0	0.0
CLNK	4.293	1.077	1.161	0.844	3.161	2.097
F149A	3.034	0.0	0.0	0.0	3.057	0.0
CD82	4.647	4.477	5.0	1.584	2.097	4.645
SPI1	4.844	2.631	2.565	2.106	4.826	2.318
CATC	5.0	4.556	2.91	1.824	4.394	4.451
ZPR1	5.0	1.675	4.352	1.091	5.0	2.727
CRTAM	2.08	1.939	4.664	0.0	1.299	0.621
JHY	3.621	2.0	0.635	0.656	3.384	1.486
DTX4	4.632	1.515	1.189	1.148	3.822	2.511
UN93B	5.0	1.827	3.65	1.351	1.771	5.0
PUS3	4.689	0.926	2.007	1.201	4.453	1.097
CCND1	5.0	3.156	3.859	3.735	5.0	2.497
CCD86	5.0	0.0	0.0	0.0	5.0	0.0
PRP19	5.0	0.989	2.138	1.008	5.0	0.919
TM109	4.514	4.244	3.893	0.611	3.852	4.0
PANX1	5.0	2.568	4.873	2.117	1.957	5.0
APOC3	4.727	4.85	2.221	1.897	2.196	4.33
I10R1	4.529	3.2	5.0	1.655	2.129	1.936
GLT18	4.49	0.974	2.615	1.532	1.05	4.295
ODPX	5.0	1.242	3.099	5.0	2.988	1.031
S15A3	4.582	1.468	3.327	1.24	1.26	4.531
SG2A2	1.573	4.378	1.254	0.693	1.371	0.944
DGAT2	5.0	2.275	1.98	3.753	2.086	5.0
SMAP	3.316	1.147	1.264	1.322	3.143	1.325
YBOX3	5.0	1.71	3.843	1.24	5.0	1.38
A0A499FI31	5.0	0.969	0.831	0.656	5.0	1.96
MPCP	5.0	4.262	4.294	5.0	3.098	4.268
RPC2	5.0	0.801	1.694	0.944	5.0	0.811
CD69	2.999	3.515	4.832	2.406	2.805	2.431
PRDM4	4.788	0.945	0.771	0.832	4.781	0.0
CLC2B	2.193	3.546	4.264	0.218	1.136	1.285
SELPL	2.548	3.738	5.0	1.461	1.967	2.316
ASIC1	4.457	2.611	4.531	1.504	1.441	4.22
OXDA	5.0	2.692	1.969	1.886	2.646	1.562
BACD3	4.674	0.754	1.042	0.0	4.456	0.556
MLEC	4.377	1.602	4.524	0.73	1.17	4.396
CSRN2	5.0	0.0	0.0	0.621	5.0	0.0
IL23A	4.6	4.816	2.258	0.991	1.988	4.242
SYT10	4.757	1.512	3.871	1.856	1.364	4.499
CP27B	5.0	2.232	4.12	5.0	3.426	1.717
MYF6	5.0	2.188	1.993	1.774	5.0	1.351
MYF5	4.875	2.544	2.244	2.221	4.86	1.555
GLI1	5.0	2.673	4.566	2.473	5.0	3.393
PPM1H	5.0	0.97	2.0	1.878	5.0	0.584
LKHA4	4.852	4.417	1.77	1.714	4.709	4.316
ELK3	5.0	0.649	0.615	4.292	5.0	1.459
ITFG2	5.0	0.0	1.376	1.495	3.244	1.532
PROL4	2.521	5.0	1.05	0.0	1.094	2.329
PAR11	5.0	0.861	5.0	0.77	5.0	0.92
ARPC3	5.0	4.274	5.0	1.183	4.673	4.319
FGF6	3.673	5.0	2.68	0.83	1.528	0.888
MLRV	4.741	2.184	2.273	2.492	2.778	2.078
R51A1	4.81	0.828	0.742	1.088	4.805	0.0
AKAP3	5.0	0.944	5.0	1.093	4.547	3.594
CRBL2	4.735	0.938	0.742	1.979	4.723	0.0
CDN1B	5.0	2.639	2.499	2.838	4.87	3.819
GPC5D	3.303	3.291	4.31	0.0	0.0	3.0
TNR3	4.654	3.007	4.716	1.788	2.344	4.429
OAS3	5.0	4.343	4.527	1.336	5.0	1.591
NAR4	2.617	4.261	5.0	0.78	0.626	1.539
MGP	4.48	5.0	1.998	1.631	2.083	4.42
GDIR2	5.0	4.331	1.757	1.44	2.594	4.29
RERGL	1.657	0.872	0.741	0.0	0.692	0.0
FZD10	4.607	1.72	4.734	0.979	4.599	1.275
IL26	5.0	5.0	1.993	1.472	1.794	1.433
IFNG	3.288	5.0	3.246	2.566	3.122	2.682
NU107	5.0	1.221	5.0	1.272	5.0	1.436
CNOT2	5.0	1.321	4.245	1.082	5.0	1.349
KRR1	4.777	4.12	1.41	0.706	4.772	0.0
RM51	5.0	0.188	0.0	5.0	0.799	0.0
G3P	5.0	4.735	4.832	3.681	4.86	4.75
ACRBP	4.608	4.616	2.304	1.088	4.507	4.547
GBB3	4.701	4.409	3.767	1.266	2.198	4.186
CHPT1	5.0	0.992	2.687	1.636	1.053	4.16
UBP5	4.74	1.165	1.458	1.317	4.456	2.566
TPIS	4.828	4.427	2.236	3.567	4.716	4.548
C10	5.0	1.822	2.056	2.001	4.42	1.767
ABEC1	5.0	1.885	1.806	1.315	4.608	1.322
NANOG	4.869	2.989	2.896	2.467	4.86	2.459
GOT1B	4.385	0.699	1.826	0.804	0.981	4.355
AAKB1	4.763	1.69	1.508	2.059	4.684	1.298
NEUA	4.632	0.738	1.336	0.0	4.608	1.176
HCFC2	5.0	0.0	4.297	1.781	4.487	0.772
CLC4A	2.853	2.312	4.451	0.504	1.45	2.057
AICDA	5.0	2.138	3.259	2.273	5.0	1.786
RAB35	5.0	5.0	5.0	1.897	2.258	5.0
CX6A1	4.752	1.482	1.357	4.767	1.643	0.857
SRSF9	4.675	1.784	1.116	0.969	4.683	0.69
FGOP2	4.502	0.508	1.45	1.895	2.124	0.0
KLRB1	2.977	2.579	4.769	1.272	2.811	1.56
IYD1	5.0	2.35	5.0	0.805	4.182	5.0
RSH4A	4.6	0.814	4.437	0.0	4.451	0.581
ADTRP	1.39	1.045	5.0	0.0	0.768	0.611
ASF1A	5.0	1.108	1.125	1.29	5.0	0.0
HINT3	4.589	2.426	0.0	1.689	4.338	0.0
ULBP1	4.442	4.218	5.0	0.968	1.647	3.661
CTL4	5.0	4.338	5.0	1.241	1.481	4.255
FBX5	5.0	1.379	1.437	2.723	5.0	0.864
FANCE	5.0	1.072	0.813	0.987	5.0	0.0
TULP1	4.632	3.543	5.0	1.168	2.916	1.586
MK14	5.0	4.556	3.386	3.507	5.0	4.441
STK38	5.0	1.13	1.458	0.958	5.0	1.058
DOA	5.0	2.364	5.0	0.788	1.418	5.0
SMDC1	4.573	0.375	0.0	1.125	0.656	3.758
CAP2	4.467	0.667	3.768	0.094	2.787	0.188
GPR63	4.2	0.833	5.0	0.0	4.149	0.577
PHLD	5.0	5.0	2.765	1.872	1.337	4.25
ACO13	4.705	0.684	1.471	4.203	4.601	1.046
RS12	5.0	1.759	1.149	2.389	4.264	4.0
B3GA2	5.0	2.323	1.3	1.226	1.698	5.0
GEMI	5.0	1.857	1.818	1.32	5.0	1.252
SNX3	5.0	4.273	2.452	1.19	2.363	5.0
ZBT24	4.415	0.0	1.162	0.0	4.36	0.589
FIG4	5.0	1.309	1.879	1.735	2.411	5.0
UN93A	0.979	0.677	5.0	0.0	0.0	1.082
CF118	2.933	0.0	0.891	2.15	1.8	0.0
MDFI	4.602	1.577	1.968	0.632	4.602	0.562
BYST	5.0	1.142	1.313	0.999	5.0	2.316
GUC1B	5.0	0.886	5.0	1.551	2.03	0.914
PRPH2	3.895	1.574	4.475	1.463	1.862	1.705
DNPH1	5.0	4.203	1.519	0.926	5.0	4.238
EXOC2	5.0	1.463	5.0	1.839	1.499	3.452
CC50A	5.0	1.265	4.725	2.959	1.205	5.0
A0A0A0MQS9	4.553	5.0	3.243	2.122	1.69	4.215
TSSP	5.0	2.97	1.995	0.719	1.297	5.0
MEP1A	4.321	4.393	4.695	0.792	0.92	4.179
MTREX	5.0	2.342	1.387	1.666	5.0	2.601
ISL1	4.775	2.442	2.594	2.838	4.734	2.108
SC6A7	1.675	1.41	4.703	0.972	1.596	0.907
SYHM	4.871	1.571	1.667	4.739	1.92	1.592
NUD12	5.0	0.0	0.0	1.155	4.622	0.825
A0A0X1KG68	5.0	1.599	4.386	1.461	5.0	4.313
